taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
3052055,8590,Coluber constrictor foxii,GCA_038048745.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch54.tar,batch54/GCA_038048745.1.fasta.gz,genbank,reference genome,Chromosome,1829127931,1829127931,0.405,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/048/745/GCA_038048745.1_rColCon1_p1.0/,Eukaryota,,Metazoa,Chordata,Lepidosauria,Squamata,Colubridae,Coluber,Coluber constrictor,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Lepidosauria|Squamata|Bifurcata|Unidentata|Episquamata|Toxicofera|Serpentes|Colubroidea|Colubridae|Colubrinae|Coluber|Coluber constrictor|Coluber constrictor foxii,5,non_mammal_vertebrate
9568,9568,Mandrillus leucophaeus,GCF_000951045.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch55.tar,batch55/GCF_000951045.1.fasta.gz,refseq,reference genome,Scaffold,3061992840,3061992840,0.405,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/951/045/GCF_000951045.1_Mleu.le_1.0/,Eukaryota,,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,Mandrillus leucophaeus,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Mammalia|Theria|Eutheria|Boreoeutheria|Euarchontoglires|Primates|Haplorrhini|Simiiformes|Catarrhini|Cercopithecoidea|Cercopithecidae|Cercopithecinae|Mandrillus|Mandrillus leucophaeus,3,human_primate
2600203,2600203,Ceratobasidium sp. 394,GCA_019616325.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch79.tar,batch79/GCA_019616325.1.fasta.gz,genbank,na,Scaffold,53454525,53454525,0.515,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/616/325/GCA_019616325.1_Cerato394_1.0/,Eukaryota,,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. 394,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes incertae sedis|Cantharellales|Ceratobasidiaceae|Ceratobasidium|unclassified Ceratobasidium|Ceratobasidium sp. 394,7,fungus
105949,105949,Pteraster tesselatus,GCA_032273685.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch29.tar,batch29/GCA_032273685.1.fasta.gz,genbank,reference genome,Scaffold,271914524,271914524,0.405,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/273/685/GCA_032273685.1_ASM3227368v1/,Eukaryota,,Metazoa,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster,Pteraster tesselatus,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Echinodermata|Eleutherozoa|Asterozoa|Asteroidea|Spinulosacea|Velatida|Pterasteridae|Pteraster|Pteraster tesselatus,6,invertebrate_animal
294750,1859096,Cryptococcus deuterogattii R265,GCF_002954075.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch16.tar,batch16/GCF_002954075.1.fasta.gz,refseq,reference genome,Chromosome,17550122,17550122,0.48,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/954/075/GCF_002954075.1_C._deuterogattii_R265_chr/,Eukaryota,,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus deuterogattii,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Tremellomycetes|Tremellales|Cryptococcaceae|Cryptococcus|Cryptococcus gattii species complex|Cryptococcus deuterogattii|Cryptococcus deuterogattii R265,7,fungus
577405,577405,Branchinecta lynchi,GCA_023053575.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch28.tar,batch28/GCA_023053575.1.fasta.gz,genbank,reference genome,Scaffold,575750106,575750106,0.415,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/575/GCA_023053575.1_BRLY_1.1/,Eukaryota,,Metazoa,Arthropoda,Branchiopoda,Anostraca,Branchinectidae,Branchinecta,Branchinecta lynchi,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Branchiopoda|Sarsostraca|Anostraca|Branchinectidae|Branchinecta|Branchinecta lynchi,6,invertebrate_animal
172109,172109,Nemertoderma westbladi,GCA_032718475.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch27.tar,batch27/GCA_032718475.1.fasta.gz,genbank,reference genome,Scaffold,407507662,407507662,0.405,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/718/475/GCA_032718475.1_Nwestbladi.HiFi/,Eukaryota,,Metazoa,Xenacoelomorpha,,Nemertodermatida,Nemertodermatidae,Nemertoderma,Nemertoderma westbladi,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Xenacoelomorpha|Acoelomorpha|Nemertodermatida|Nemertodermatidae|Nemertoderma|Nemertoderma westbladi,6,invertebrate_animal
3043727,3043727,Trissonchulus sp. WLG1_4,GCA_030248245.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch44.tar,batch44/GCA_030248245.1.fasta.gz,genbank,na,Scaffold,446957608,446957608,0.39,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/245/GCA_030248245.1_ASM3024824v1/,Eukaryota,,Metazoa,Nematoda,Enoplea,Enoplida,Ironidae,Trissonchulus,Trissonchulus sp. WLG1_4,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Nematoda|Enoplea|Enoplia|Enoplida|Ironina|Ironoidea|Ironidae|Trissonchulus|unclassified Trissonchulus|Trissonchulus sp. WLG1_4,6,invertebrate_animal
111912,111912,Hipparchia semele,GCA_933228805.2,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch84.tar,batch84/GCA_933228805.2.fasta.gz,genbank,reference genome,Chromosome,403405494,403405494,0.37,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/933/228/805/GCA_933228805.2_ilHipSeme1.2/,Eukaryota,,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hipparchia,Hipparchia semele,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Panorpida|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Papilionoidea|Nymphalidae|Satyrinae|Satyrini|Satyrina|Hipparchia|Hipparchia semele,6,invertebrate_animal
2964900,2964900,Leptopilina myrica (nomen nudum),GCA_032872475.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch51.tar,batch51/GCA_032872475.1.fasta.gz,genbank,na,Chromosome,462303964,462303964,0.275,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/872/475/GCA_032872475.1_ASM3287247v1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Hymenoptera,Figitidae,Leptopilina,Leptopilina myrica (nomen nudum),root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Hymenoptera|Apocrita|Proctotrupomorpha|Cynipoidea|Figitidae|Eucoilinae|Leptopilina|Leptopilina myrica (nomen nudum),6,invertebrate_animal
