taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
370355,33085,Entamoeba invadens IP1,GCF_000330505.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch32.tar,batch32/GCF_000330505.1.fasta.gz,refseq,reference genome,Scaffold,40878307,40878307,0.3,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/330/505/GCF_000330505.1_EIA2_v2/,Eukaryota,,,Evosea,,Mastigamoebida,Entamoebidae,Entamoeba,Entamoeba invadens,root|cellular organisms|Eukaryota|Amoebozoa|Evosea|Archamoebae|Mastigamoebida|Entamoebidae|Entamoeba|Entamoeba invadens|Entamoeba invadens IP1,7,protist_other_eukaryote
1457513,933333,Amanita inopinata Kibby_2008,GCA_001691775.3,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch81.tar,batch81/GCA_001691775.3.fasta.gz,genbank,reference genome,Scaffold,20082689,20082689,0.48,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/691/775/GCA_001691775.3_ASM169177v3/,Eukaryota,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita inopinata,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Pluteineae|Amanitaceae|Amanita|Amanita inopinata|Amanita inopinata Kibby_2008,7,fungus
2874382,2874382,Graphilbum ipis-grandicollis,GCA_019925625.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch67.tar,batch67/GCA_019925625.1.fasta.gz,genbank,reference genome,Scaffold,23901184,23901184,0.555,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/625/GCA_019925625.1_ASM1992562v1/,Eukaryota,,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Graphilbum,Graphilbum ipis-grandicollis,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|sordariomyceta|Sordariomycetes|Sordariomycetidae|Ophiostomatales|Ophiostomataceae|Graphilbum|Graphilbum ipis-grandicollis,7,fungus
2940325,2940325,Cladosporium sp. D2B6,GCA_023627725.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch33.tar,batch33/GCA_023627725.1.fasta.gz,genbank,na,Scaffold,33263517,33263517,0.525,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/627/725/GCA_023627725.1_ASM2362772v1/,Eukaryota,,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium sp. D2B6,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|dothideomyceta|Dothideomycetes|Dothideomycetidae|Cladosporiales|Cladosporiaceae|Cladosporium|unclassified Cladosporium|Cladosporium sp. D2B6,7,fungus
51921,51921,[Candida] nanaspora,GCA_030557475.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch42.tar,batch42/GCA_030557475.1.fasta.gz,genbank,reference genome,Scaffold,12801439,12801439,0.35,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/557/475/GCA_030557475.1_ASM3055747v1/,Eukaryota,,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,[Candida] nanaspora,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Pichiomycetes|Pichiales|Pichiaceae|Ogataea|Ogataea/Candida clade|[Candida] nanaspora,7,fungus
99294,99294,Hura crepitans,GCA_948208565.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch16.tar,batch16/GCA_948208565.1.fasta.gz,genbank,reference genome,Contig,3303964928,3303964928,0.325,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/208/565/GCA_948208565.1_Hc-NTBG20172064-DRAFT-NextGenCassava-1.0/,Eukaryota,,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Hura,Hura crepitans,root|cellular organisms|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|eudicotyledons|Gunneridae|Pentapetalae|rosids|fabids|Malpighiales|Euphorbiaceae|Euphorbioideae|Hureae|Hura|Hura crepitans,7,plant
1302324,1302324,Entomobrya proxima,GCA_029691765.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch46.tar,batch46/GCA_029691765.1.fasta.gz,genbank,reference genome,Chromosome,362373310,362373310,0.36,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/691/765/GCA_029691765.1_ASM2969176v1/,Eukaryota,,Metazoa,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,Entomobrya proxima,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Collembola|Entomobryomorpha|Entomobryoidea|Entomobryidae|Entomobryinae|Entomobrya|Entomobrya proxima,6,invertebrate_animal
1902997,1902997,Ptychoptera albimana,GCA_961205885.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch30.tar,batch30/GCA_961205885.1.fasta.gz,genbank,reference genome,Chromosome,197858972,197858972,0.245,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/961/205/885/GCA_961205885.1_idPtyAlbi3.1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera albimana,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Panorpida|Diptera|Nematocera|Ptychopteromorpha|Ptychopteridae|Ptychopterinae|Ptychoptera|Ptychoptera albimana,6,invertebrate_animal
89489,89489,Monascus ruber,GCA_002976275.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch8.tar,batch8/GCA_002976275.1.fasta.gz,genbank,na,Contig,26294404,26294404,0.49,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/976/275/GCA_002976275.1_ASM297627v1/,Eukaryota,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Monascus,Monascus ruber,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|Eurotiomycetes|Eurotiomycetidae|Eurotiales|Aspergillaceae|Monascus|Monascus ruber,7,fungus
79588,79588,Epichloe bromicola,GCA_023658445.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch18.tar,batch18/GCA_023658445.1.fasta.gz,genbank,reference genome,Complete Genome,46126030,46126030,0.395,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/658/445/GCA_023658445.1_ASM2365844v1/,Eukaryota,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Epichloe,Epichloe bromicola,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|sordariomyceta|Sordariomycetes|Hypocreomycetidae|Hypocreales|Clavicipitaceae|Epichloe|Epichloe bromicola,7,fungus
