taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
145522,145522,Nannochloropsis oceanica,GCA_004519485.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch80.tar,batch80/GCA_004519485.1.fasta.gz,genbank,na,Chromosome,29109164,29109164,0.54,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/519/485/GCA_004519485.1_ASM451948v1/,Eukaryota,,,,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,Nannochloropsis oceanica,root|cellular organisms|Eukaryota|Sar|Stramenopiles|Ochrophyta|Eustigmatophyceae|Eustigmatales|Monodopsidaceae|Nannochloropsis|Nannochloropsis oceanica,7,protist_other_eukaryote
385682,385682,Thermophagus xiamenensis,GCF_900112795.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_900112795.1.fasta.gz,refseq,na,Scaffold,3899561,3899561,0.39,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/795/GCF_900112795.1_IMG-taxon_2693429893_annotated_assembly/,Bacteria,,Pseudomonadati,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Thermophagus,Thermophagus xiamenensis,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Thermophagus|Thermophagus xiamenensis,8,bacteria
194843,194843,uncultured Bacteroidales bacterium,GCA_937906165.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_937906165.1.fasta.gz,genbank,na,Contig,2597671,2597671,0.475,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/906/165/GCA_937906165.1_SRR6425826_bin.90_CONCOCT_v1.1_MAG/,Bacteria,,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,,,uncultured Bacteroidales bacterium,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Bacteroidia|Bacteroidales|environmental samples|uncultured Bacteroidales bacterium,8,bacteria
2212468,2212468,Bryobacteraceae bacterium,GCA_026002855.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_026002855.1.fasta.gz,genbank,na,Contig,4437915,4437915,0.66,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/002/855/GCA_026002855.1_ASM2600285v1/,Bacteria,,Pseudomonadati,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,,Bryobacteraceae bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Acidobacteriota|Terriglobia|Bryobacterales|Bryobacteraceae|unclassified Bryobacteraceae|Bryobacteraceae bacterium,8,bacteria
1869212,1869212,Chitinophagaceae bacterium,GCA_009885535.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_009885535.1.fasta.gz,genbank,na,Contig,2571002,2571002,0.34,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/885/535/GCA_009885535.1_ASM988553v1/,Bacteria,,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,,Chitinophagaceae bacterium,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|unclassified Chitinophagaceae|Chitinophagaceae bacterium,8,bacteria
2499140,2499140,Negativicutes bacterium,GCA_031292035.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_031292035.1.fasta.gz,genbank,na,Contig,6854869,6854869,0.52,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/292/035/GCA_031292035.1_ASM3129203v1/,Bacteria,,Bacillati,Bacillota,Negativicutes,,,,Negativicutes bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Negativicutes|unclassified Negativicutes|Negativicutes bacterium,8,bacteria
2026781,2026781,Candidatus Poribacteria bacterium,GCA_028824575.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_028824575.1.fasta.gz,genbank,na,Scaffold,5567184,5567184,0.475,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/824/575/GCA_028824575.1_ASM2882457v1/,Bacteria,,,Candidatus Poribacteria,,,,,Candidatus Poribacteria bacterium,root|cellular organisms|Bacteria|Bacteria incertae sedis|Bacteria candidate phyla|Candidatus Poribacteria|unclassified Candidatus Poribacteria|Candidatus Poribacteria bacterium,8,bacteria
172733,172733,uncultured Eubacteriales bacterium,GCA_900317675.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_900317675.1.fasta.gz,genbank,na,Scaffold,1982930,1982930,0.485,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/675/GCA_900317675.1_Rumen_uncultured_genome_RUG321/,Bacteria,,Bacillati,Bacillota,Clostridia,Eubacteriales,,,uncultured Eubacteriales bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|environmental samples|uncultured Eubacteriales bacterium,8,bacteria
2172550,2172550,Candidatus Zhuqueibacterota bacterium,GCA_029262005.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_029262005.1.fasta.gz,genbank,na,Contig,5773418,5773418,0.46,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/262/005/GCA_029262005.1_ASM2926200v1/,Bacteria,,Pseudomonadati,,,,,,Candidatus Zhuqueibacterota bacterium,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Candidatus Zhuqueibacterota|unclassified Candidatus Zhuqueibacterota|Candidatus Zhuqueibacterota bacterium,8,bacteria
1952003,1952003,Lachnospiraceae bacterium UBA2868,GCA_002350465.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_002350465.1.fasta.gz,genbank,na,Scaffold,2466738,2466738,0.445,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/350/465/GCA_002350465.1_ASM235046v1/,Bacteria,,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,,Lachnospiraceae bacterium UBA2868,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|unclassified Lachnospiraceae|Lachnospiraceae bacterium UBA2868,8,bacteria
