taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
2231115,2231115,Thermovibrio sp.,GCA_015490195.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_015490195.1.fasta.gz,genbank,na,Contig,1679773,1679773,0.45,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/490/195/GCA_015490195.1_ASM1549019v1/,Bacteria,,Pseudomonadati,Aquificota,Aquificia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,Thermovibrio sp.,root|cellular organisms|Bacteria|Pseudomonadati|Aquificota|Aquificia|Desulfurobacteriales|Desulfurobacteriaceae|Thermovibrio|unclassified Thermovibrio|Thermovibrio sp.,8,bacteria
2053559,2053559,Holosporales bacterium,GCA_031268985.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_031268985.1.fasta.gz,genbank,na,Contig,858482,858482,0.425,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/268/985/GCA_031268985.1_ASM3126898v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Holosporales,,,Holosporales bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Alphaproteobacteria|Holosporales|unclassified Holosporales|Holosporales bacterium,8,bacteria
2137880,2137880,Candidatus Gastranaerophilales bacterium,GCA_944322935.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_944322935.1.fasta.gz,genbank,na,Contig,2315754,2315754,0.37,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/322/935/GCA_944322935.1_BRZ_AA_bin40/,Bacteria,,Bacillati,Candidatus Melainabacteria,,Candidatus Gastranaerophilales,,,Candidatus Gastranaerophilales bacterium,root|cellular organisms|Bacteria|Bacillati|Cyanobacteriota/Melainabacteria group|Candidatus Melainabacteria|Candidatus Gastranaerophilales|unclassified Candidatus Gastranaerophilales|Candidatus Gastranaerophilales bacterium,8,bacteria
1898203,1898203,Lachnospiraceae bacterium,GCA_024690265.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_024690265.1.fasta.gz,genbank,na,Contig,2128423,2128423,0.45,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/690/265/GCA_024690265.1_ASM2469026v1/,Bacteria,,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,,Lachnospiraceae bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|unclassified Lachnospiraceae|Lachnospiraceae bacterium,8,bacteria
2026780,2026780,Planctomycetota bacterium,GCA_016213895.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_016213895.1.fasta.gz,genbank,na,Scaffold,5503723,5503723,0.71,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/213/895/GCA_016213895.1_ASM1621389v1/,Bacteria,,Pseudomonadati,Planctomycetota,,,,,Planctomycetota bacterium,root|cellular organisms|Bacteria|Pseudomonadati|PVC group|Planctomycetota|unclassified Planctomycetota|Planctomycetota bacterium,8,bacteria
179883,179883,uncultured Candidatus Saccharibacteria bacterium,GCA_938017725.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_938017725.1.fasta.gz,genbank,na,Contig,827163,827163,0.505,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/938/017/725/GCA_938017725.1_ERR589602_bin.41_CONCOCT_v1.1_MAG/,Bacteria,,,Candidatus Saccharimonadota,,,,,uncultured Candidatus Saccharibacteria bacterium,root|cellular organisms|Bacteria|Bacteria incertae sedis|Bacteria candidate phyla|Candidatus Saccharimonadota|environmental samples|uncultured Candidatus Saccharibacteria bacterium,8,bacteria
2993872,2993872,Comamonadaceae bacterium OS-1,GCA_027923965.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_027923965.1.fasta.gz,genbank,na,Complete Genome,5121829,5121829,0.635,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/923/965/GCA_027923965.1_ASM2792396v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,,Comamonadaceae bacterium OS-1,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|unclassified Comamonadaceae|Comamonadaceae bacterium OS-1,8,bacteria
2202734,2202734,Saprospiraceae bacterium,GCA_020629935.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_020629935.1.fasta.gz,genbank,na,Scaffold,5018123,5018123,0.35,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/629/935/GCA_020629935.1_ASM2062993v1/,Bacteria,,Pseudomonadati,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,,Saprospiraceae bacterium,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Saprospiria|Saprospirales|Saprospiraceae|unclassified Saprospiraceae|Saprospiraceae bacterium,8,bacteria
50421,50421,Rhodoferax sp.,GCF_025354435.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCF_025354435.1.fasta.gz,refseq,na,Contig,4662071,4662071,0.625,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/354/435/GCF_025354435.1_ASM2535443v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sp.,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhodoferax|unclassified Rhodoferax|Rhodoferax sp.,8,bacteria
3064525,3064525,Paenibacillus lacisoli,GCF_030580655.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCF_030580655.1.fasta.gz,refseq,reference genome,Contig,4536936,4536936,0.505,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/580/655/GCF_030580655.1_ASM3058065v1/,Bacteria,,Bacillati,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus lacisoli,root|cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus lacisoli,8,bacteria
