taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
1873464,1873464,Micromonosporaceae bacterium,GCA_017354595.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_017354595.1.fasta.gz,genbank,na,Scaffold,4678021,4678021,0.71,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/354/595/GCA_017354595.1_ASM1735459v1/,Bacteria,,Bacillati,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,,Micromonosporaceae bacterium,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Micromonosporales|Micromonosporaceae|unclassified Micromonosporaceae|Micromonosporaceae bacterium,8,bacteria
1918084,1918084,Germaria angustata,GCA_963681545.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch2.tar,batch2/GCA_963681545.1.fasta.gz,genbank,reference genome,Chromosome,586457627,586457627,0.31,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/681/545/GCA_963681545.1_idGerAngu1.1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Diptera,Tachinidae,Germaria,Germaria angustata,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Panorpida|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Calyptratae|Oestroidea|Tachinidae|Tachininae|Germariini|Germaria|Germaria angustata,6,invertebrate_animal
1869227,1869227,bacterium,GCA_024641325.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_024641325.1.fasta.gz,genbank,na,Scaffold,2926863,2926863,0.62,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/641/325/GCA_024641325.1_ASM2464132v1/,Bacteria,,,,,,,,bacterium,root|cellular organisms|Bacteria|unclassified Bacteria|bacterium,8,bacteria
48003,48003,Mycoplasmopsis pullorum,GCF_001900245.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_001900245.1.fasta.gz,refseq,na,Complete Genome,1007172,1007172,0.29,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/245/GCF_001900245.1_ASM190024v1/,Bacteria,,Bacillati,Mycoplasmatota,,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis pullorum,root|cellular organisms|Bacteria|Bacillati|Mycoplasmatota|Mycoplasmoidales|Metamycoplasmataceae|Mycoplasmopsis|Mycoplasmopsis pullorum,8,bacteria
409290,409290,Arthrobacter oryzae,GCF_030718995.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCF_030718995.1.fasta.gz,refseq,na,Complete Genome,4648183,4648183,0.655,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/718/995/GCF_030718995.1_ASM3071899v1/,Bacteria,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter oryzae,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter oryzae,8,bacteria
1879010,1879010,Bacillota bacterium,GCA_029550685.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_029550685.1.fasta.gz,genbank,na,Contig,2931334,2931334,0.465,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/550/685/GCA_029550685.1_ASM2955068v1/,Bacteria,,Bacillati,Bacillota,,,,,Bacillota bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|unclassified Bacillota|Bacillota bacterium,8,bacteria
2857064,2857064,Pseudemcibacter aquimaris,GCF_020748165.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_020748165.1.fasta.gz,refseq,na,Contig,3362791,3362791,0.43,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/748/165/GCF_020748165.1_ASM2074816v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Pseudemcibacter,Pseudemcibacter aquimaris,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Alphaproteobacteria|Emcibacterales|Emcibacteraceae|Pseudemcibacter|Pseudemcibacter aquimaris,8,bacteria
30423,30423,Coloeus monedula,GCA_013407035.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch66.tar,batch66/GCA_013407035.1.fasta.gz,genbank,na,Chromosome,1035863955,1035863955,0.42,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/407/035/GCA_013407035.1_ASM1340703v1/,Eukaryota,,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Coloeus,Coloeus monedula,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Neoaves|Telluraves|Australaves|Passeriformes|Corvoidea|Corvidae|Coloeus|Coloeus monedula,5,non_mammal_vertebrate
29446,29446,Xanthomonas sp.,GCA_020693165.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_020693165.1.fasta.gz,genbank,na,Scaffold,3003612,3003612,0.65,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/693/165/GCA_020693165.1_ASM2069316v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas sp.,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Xanthomonas|unclassified Xanthomonas|Xanthomonas sp.,8,bacteria
194926,194926,uncultured Desulfovibrionaceae bacterium,GCA_949427775.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_949427775.1.fasta.gz,genbank,na,Contig,2482083,2482083,0.61,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/427/775/GCA_949427775.1_extra-SRR4116661.33_1677764577/,Bacteria,,Pseudomonadati,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,,uncultured Desulfovibrionaceae bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Thermodesulfobacteriota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae|environmental samples|uncultured Desulfovibrionaceae bacterium,8,bacteria
1408442,95149,Helicobacter pametensis ATCC 51478,GCF_000518225.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_000518225.1.fasta.gz,refseq,reference genome,Scaffold,1435066,1435066,0.4,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/225/GCF_000518225.1_ASM51822v1/,Bacteria,,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pametensis,root|cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pametensis|Helicobacter pametensis ATCC 51478,8,bacteria
1979954,1979954,Emcibacter sp.,GCA_016765435.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_016765435.1.fasta.gz,genbank,na,Contig,2012706,2012706,0.485,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/765/435/GCA_016765435.1_ASM1676543v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Emcibacter,Emcibacter sp.,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Alphaproteobacteria|Emcibacterales|Emcibacteraceae|Emcibacter|unclassified Emcibacter|Emcibacter sp.,8,bacteria
3049804,3049804,Rubia rechingeri,GCA_032355745.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch72.tar,batch72/GCA_032355745.1.fasta.gz,genbank,reference genome,Scaffold,425259646,425259646,0.36,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/355/745/GCA_032355745.1_ASM3235574v1/,Eukaryota,,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Rubia,Rubia rechingeri,root|cellular organisms|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|eudicotyledons|Gunneridae|Pentapetalae|asterids|lamiids|Gentianales|Rubiaceae|Rubioideae|Rubieae|Rubia|Rubia rechingeri,7,plant
44072,44072,Blastobotrys aristatus,GCA_946409495.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch3.tar,batch3/GCA_946409495.1.fasta.gz,genbank,reference genome,Complete Genome,13192792,13192792,0.48,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/409/495/GCA_946409495.1_Wolfe_Bari_UCD613/,Eukaryota,,Fungi,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys aristatus,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Dipodascomycetes|Dipodascales|Trichomonascaceae|Blastobotrys|Blastobotrys aristatus,7,fungus
2831996,2831996,Eubacteriales bacterium,GCA_030536755.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_030536755.1.fasta.gz,genbank,na,Scaffold,3841439,3841439,0.435,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/536/755/GCA_030536755.1_ASM3053675v1/,Bacteria,,Bacillati,Bacillota,Clostridia,Eubacteriales,,,Eubacteriales bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|unclassified Eubacteriales|Eubacteriales bacterium,8,bacteria
1898111,1898111,Cryomorphaceae bacterium,GCA_002682945.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_002682945.1.fasta.gz,genbank,na,Contig,1654937,1654937,0.365,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/682/945/GCA_002682945.1_ASM268294v1/,Bacteria,,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,Cryomorphaceae bacterium,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Flavobacteriia|Flavobacteriales|Cryomorphaceae|unclassified Cryomorphaceae|Cryomorphaceae bacterium,8,bacteria
1938814,1938814,Polynucleobacter meluiroseus,GCA_945901245.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_945901245.1.fasta.gz,genbank,na,Contig,1970237,1970237,0.495,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/901/245/GCA_945901245.1_MsE-30jul19-145/,Bacteria,,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter meluiroseus,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Polynucleobacter|Polynucleobacter meluiroseus,8,bacteria
2954105,2954105,Robiginitalea marina,GCF_024006985.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_024006985.1.fasta.gz,refseq,reference genome,Contig,3249261,3249261,0.55,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/006/985/GCF_024006985.1_ASM2400698v1/,Bacteria,,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea marina,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Robiginitalea|Robiginitalea marina,8,bacteria
1883427,1883427,Actinomycetes bacterium,GCA_014190175.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_014190175.1.fasta.gz,genbank,na,Scaffold,1958045,1958045,0.435,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/190/175/GCA_014190175.1_ASM1419017v1/,Bacteria,,Bacillati,Actinomycetota,Actinomycetes,,,,Actinomycetes bacterium,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|unclassified Actinomycetes|Actinomycetes bacterium,8,bacteria
