taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
77133,77133,uncultured bacterium,GCA_903822075.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_903822075.1.fasta.gz,genbank,na,Contig,819066,819066,0.425,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/822/075/GCA_903822075.1_freshwater_MAG_---_AlinenLipids_bin-6017/,Bacteria,,,,,,,,uncultured bacterium,root|cellular organisms|Bacteria|environmental samples|uncultured bacterium,8,bacteria
1364940,1364940,Halobium salinum,GCF_026586625.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCF_026586625.1.fasta.gz,refseq,na,Scaffold,4461805,4461805,0.675,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/586/625/GCF_026586625.1_ASM2658662v1/,Archaea,,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobium,Halobium salinum,root|cellular organisms|Archaea|Methanobacteriati|Methanobacteriota|Stenosarchaea group|Halobacteria|Halobacteriales|Haloferacaceae|Halobium|Halobium salinum,8,archaea
1898203,1898203,Lachnospiraceae bacterium,GCA_900760345.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_900760345.1.fasta.gz,genbank,na,Contig,2338660,2338660,0.38,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/760/345/GCA_900760345.1_SRS015217_56/,Bacteria,,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,,Lachnospiraceae bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|unclassified Lachnospiraceae|Lachnospiraceae bacterium,8,bacteria
77133,77133,uncultured bacterium,GCA_903952785.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_903952785.1.fasta.gz,genbank,na,Contig,876420,876420,0.375,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/952/785/GCA_903952785.1_freshwater_MAG_---_Loc090907-5m_bin-188/,Bacteria,,,,,,,,uncultured bacterium,root|cellular organisms|Bacteria|environmental samples|uncultured bacterium,8,bacteria
228230,228230,Mycolicibacterium canariasense,GCF_002101555.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_002101555.1.fasta.gz,refseq,reference genome,Contig,6755573,6755573,0.675,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/555/GCF_002101555.1_ASM210155v1/,Bacteria,,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium canariasense,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium canariasense,8,bacteria
305355,305355,uncultured Chlamydiae bacterium,GCA_945957075.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_945957075.1.fasta.gz,genbank,na,Contig,1155221,1155221,0.43,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/957/075/GCA_945957075.1_SRR12456171_bin.5_metaWRAP_v1.3_MAG/,Bacteria,,Pseudomonadati,Chlamydiota,Chlamydiia,,,,uncultured Chlamydiae bacterium,root|cellular organisms|Bacteria|Pseudomonadati|PVC group|Chlamydiota|Chlamydiia|environmental samples|uncultured Chlamydiae bacterium,8,bacteria
2052143,2052143,Anaerolineae bacterium,GCA_026992375.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_026992375.1.fasta.gz,genbank,na,Scaffold,3184654,3184654,0.595,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/992/375/GCA_026992375.1_ASM2699237v1/,Bacteria,,Bacillati,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium,root|cellular organisms|Bacteria|Bacillati|Chloroflexota|Anaerolineae|unclassified Anaerolineae|Anaerolineae bacterium,8,bacteria
1891238,1891238,Burkholderiales bacterium,GCA_022844545.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_022844545.1.fasta.gz,genbank,na,Scaffold,3251189,3251189,0.69,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/844/545/GCA_022844545.1_ASM2284454v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Burkholderiales|unclassified Burkholderiales|Burkholderiales bacterium,8,bacteria
3042687,3042687,Polyangium sp. 15x6,GCF_029960785.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCF_029960785.1.fasta.gz,refseq,na,Contig,13387150,13387150,0.685,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/960/785/GCF_029960785.1_ASM2996078v1/,Bacteria,,Pseudomonadati,Myxococcota,,Polyangiales,Polyangiaceae,Polyangium,Polyangium sp. 15x6,root|cellular organisms|Bacteria|Pseudomonadati|Myxococcota|Polyangia|Polyangiales|Polyangiaceae|Polyangium|unclassified Polyangium (in: bacteria)|Polyangium sp. 15x6,8,bacteria
2841597,2841597,Streptomyces beigongshangae,GCF_019710745.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_019710745.1.fasta.gz,refseq,reference genome,Scaffold,9128061,9128061,0.72,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/710/745/GCF_019710745.1_ASM1971074v1/,Bacteria,,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces beigongshangae,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces beigongshangae,8,bacteria
