taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
175436,175436,Ctenochaetus striatus,GCA_034780835.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch39.tar,batch39/GCA_034780835.1.fasta.gz,genbank,reference genome,Scaffold,674711947,674711947,0.4,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/780/835/GCA_034780835.1_ASM3478083v1/,Eukaryota,,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Acanthuriformes|Acanthuridae|Acanthurinae|Ctenochaetus|Ctenochaetus striatus,5,non_mammal_vertebrate
244328,244328,uncultured Clostridia bacterium,GCA_949077355.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_949077355.1.fasta.gz,genbank,na,Scaffold,1529804,1529804,0.295,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/077/355/GCA_949077355.1_MGBC143692/,Bacteria,,Bacillati,Bacillota,Clostridia,,,,uncultured Clostridia bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|environmental samples|uncultured Clostridia bacterium,8,bacteria
2026724,2026724,Chloroflexota bacterium,GCA_024277275.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_024277275.1.fasta.gz,genbank,na,Contig,6064360,6064360,0.505,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/277/275/GCA_024277275.1_ASM2427727v1/,Bacteria,,Bacillati,Chloroflexota,,,,,Chloroflexota bacterium,root|cellular organisms|Bacteria|Bacillati|Chloroflexota|unclassified Chloroflexota|Chloroflexota bacterium,8,bacteria
187029,187029,Bradyrhizobium sp. WU425,GCF_021052305.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCF_021052305.1.fasta.gz,refseq,na,Complete Genome,7868972,7868972,0.635,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/052/305/GCF_021052305.1_ASM2105230v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. WU425,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|unclassified Bradyrhizobium|Bradyrhizobium sp. WU425,8,bacteria
2831969,2831969,Nocardiopsis changdeensis,GCA_018316655.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_018316655.1.fasta.gz,genbank,reference genome,Complete Genome,7395646,7395646,0.735,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/316/655/GCA_018316655.1_ASM1831665v1/,Bacteria,,Bacillati,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Nocardiopsis,Nocardiopsis changdeensis,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Streptosporangiales|Nocardiopsidaceae|Nocardiopsis|Nocardiopsis changdeensis,8,bacteria
1906665,1906665,archaeon,GCA_018670085.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_018670085.1.fasta.gz,genbank,na,Contig,1480407,1480407,0.34,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/670/085/GCA_018670085.1_ASM1867008v1/,Archaea,,,,,,,,archaeon,root|cellular organisms|Archaea|unclassified Archaea|archaeon,8,archaea
2080302,2080302,Acidimicrobiia bacterium,GCA_022827265.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_022827265.1.fasta.gz,genbank,na,Contig,3797146,3797146,0.67,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/827/265/GCA_022827265.1_ASM2282726v1/,Bacteria,,Bacillati,Actinomycetota,Acidimicrobiia,,,,Acidimicrobiia bacterium,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Acidimicrobiia|unclassified Acidimicrobiia|Acidimicrobiia bacterium,8,bacteria
2802975,2802975,Desulfuromonas versatilis,GCF_019704135.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_019704135.1.fasta.gz,refseq,reference genome,Complete Genome,4656376,4656376,0.63,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/135/GCF_019704135.1_ASM1970413v1/,Bacteria,,Pseudomonadati,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas versatilis,root|cellular organisms|Bacteria|Pseudomonadati|Thermodesulfobacteriota|Desulfuromonadia|Desulfuromonadales|Desulfuromonadaceae|Desulfuromonas|Desulfuromonas versatilis,8,bacteria
1519616,1519616,Symbiodinium sp. CCMP2456,GCA_905221635.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch57.tar,batch57/GCA_905221635.1.fasta.gz,genbank,na,Scaffold,694902460,694902460,0.505,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/221/635/GCA_905221635.1_Slin_CCMP2456/,Eukaryota,,,,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,Symbiodinium sp. CCMP2456,root|cellular organisms|Eukaryota|Sar|Alveolata|Dinophyceae|Suessiales|Symbiodiniaceae|Symbiodinium|unclassified Symbiodinium|Symbiodinium sp. CCMP2456,7,protist_other_eukaryote
2026888,2026888,Thermoleophilia bacterium,GCA_016933475.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_016933475.1.fasta.gz,genbank,na,Contig,2494662,2494662,0.715,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/933/475/GCA_016933475.1_ASM1693347v1/,Bacteria,,Bacillati,Actinomycetota,Thermoleophilia,,,,Thermoleophilia bacterium,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Thermoleophilia|unclassified Thermoleophilia|Thermoleophilia bacterium,8,bacteria
