taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
51658,51658,Kluyveromyces wickerhamii,GCA_030564205.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch20.tar,batch20/GCA_030564205.1.fasta.gz,genbank,reference genome,Scaffold,9854002,9854002,0.41,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/564/205/GCA_030564205.1_ASM3056420v1/,Eukaryota,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces wickerhamii,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Kluyveromyces|Kluyveromyces wickerhamii,7,fungus
334445,334445,Palythoa heliodiscus,GCA_025403565.2,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch5.tar,batch5/GCA_025403565.2.fasta.gz,genbank,reference genome,Scaffold,668467692,668467692,0.38,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/403/565/GCA_025403565.2_ASM2540356v2/,Eukaryota,,Metazoa,Cnidaria,Anthozoa,Zoantharia,Sphenopidae,Palythoa,Palythoa heliodiscus,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Anthozoa|Hexacorallia|Zoantharia|Sphenopidae|Palythoa|Palythoa heliodiscus,6,invertebrate_animal
1419009,1419009,Clathrus columnatus,GCA_020884735.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch8.tar,batch8/GCA_020884735.1.fasta.gz,genbank,reference genome,Contig,36509728,36509728,0.415,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/884/735/GCA_020884735.1_Clacol_1.0/,Eukaryota,,Fungi,Basidiomycota,Agaricomycetes,Phallales,Clathraceae,Clathrus,Clathrus columnatus,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Phallomycetidae|Phallales|Clathraceae|Clathrus|Clathrus columnatus,7,fungus
1041578,1041578,Fusarium lyarnte (nom. inval.),GCA_014898885.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch18.tar,batch18/GCA_014898885.1.fasta.gz,genbank,reference genome,Scaffold,43920991,43920991,0.485,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/885/GCA_014898885.1_ASM1489888v1/,Eukaryota,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium lyarnte (nom. inval.),root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|sordariomyceta|Sordariomycetes|Hypocreomycetidae|Hypocreales|Nectriaceae|Fusarium|Fusarium nisikadoi species complex|unclassified Fusarium nisikadoi species complex|Fusarium lyarnte (nom. inval.),7,fungus
1170767,1170767,Chaetomium strumarium,GCF_033439665.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch35.tar,batch35/GCF_033439665.1.fasta.gz,refseq,reference genome,Contig,32422668,32422668,0.555,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/439/665/GCF_033439665.1_Achstr1/,Eukaryota,,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium strumarium,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|sordariomyceta|Sordariomycetes|Sordariomycetidae|Sordariales|Chaetomiaceae|Chaetomium|Chaetomium strumarium,7,fungus
588809,588809,Neurospora hispaniola,GCF_033458365.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch73.tar,batch73/GCF_033458365.1.fasta.gz,refseq,reference genome,Contig,40807401,40807401,0.48,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/458/365/GCF_033458365.1_Neuhi1/,Eukaryota,,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora hispaniola,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|sordariomyceta|Sordariomycetes|Sordariomycetidae|Sordariales|Sordariaceae|Neurospora|Neurospora hispaniola,7,fungus
708187,708187,Colletotrichum chlorophyti,GCA_001937105.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch63.tar,batch63/GCA_001937105.1.fasta.gz,genbank,reference genome,Scaffold,52387045,52387045,0.5,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/937/105/GCA_001937105.1_ASM193710v1/,Eukaryota,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum chlorophyti,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|sordariomyceta|Sordariomycetes|Hypocreomycetidae|Glomerellales|Glomerellaceae|Colletotrichum|Colletotrichum chlorophyti,7,fungus
889776,889776,Drosophila rellima,GCA_035043635.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch18.tar,batch18/GCA_035043635.1.fasta.gz,genbank,reference genome,Contig,153023203,153023203,0.38,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/043/635/GCA_035043635.1_ASM3504363v1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila rellima,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Panorpida|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Acalyptratae|Ephydroidea|Drosophilidae|Drosophilinae|Drosophilini|Drosophila|Drosophila|quinaria group|Drosophila rellima,6,invertebrate_animal
134413,134413,Spodoptera picta,GCA_038387885.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch75.tar,batch75/GCA_038387885.1.fasta.gz,genbank,reference genome,Contig,486557302,486557302,0.375,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/387/885/GCA_038387885.1_UOE_Spicta_1.0/,Eukaryota,,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera picta,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Panorpida|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Noctuoidea|Noctuidae|Amphipyrinae|Spodoptera|Spodoptera picta,6,invertebrate_animal
2135918,2135918,Emmonsiellopsis sp. PD_5,GCA_032988985.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch23.tar,batch23/GCA_032988985.1.fasta.gz,genbank,na,Scaffold,33959279,33959279,0.485,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/988/985/GCA_032988985.1_ASM3298898v1/,Eukaryota,,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Emmonsiellopsis,Emmonsiellopsis sp. PD_5,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|Eurotiomycetes|Eurotiomycetidae|Onygenales|Ajellomycetaceae|Emmonsiellopsis|unclassified Emmonsiellopsis|Emmonsiellopsis sp. PD_5,7,fungus
