taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
2041349,2041349,Nitzschia sp. Nitz4,GCA_013372465.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch22.tar,batch22/GCA_013372465.1.fasta.gz,genbank,na,Scaffold,27229399,27229399,0.48,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/465/GCA_013372465.1_Nitz4/,Eukaryota,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia sp. Nitz4,root|cellular organisms|Eukaryota|Sar|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Bacillariales|Bacillariaceae|Nitzschia|unclassified Nitzschia (in: diatoms)|Nitzschia sp. Nitz4,7,protist_other_eukaryote
244328,244328,uncultured Clostridia bacterium,GCA_944391865.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_944391865.1.fasta.gz,genbank,na,Contig,1504057,1504057,0.28,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/391/865/GCA_944391865.1_BRZ_NF_bin38/,Bacteria,,Bacillati,Bacillota,Clostridia,,,,uncultured Clostridia bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|environmental samples|uncultured Clostridia bacterium,8,bacteria
1629404,1629404,Denitromonas halophila,GCF_007625155.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCF_007625155.1.fasta.gz,refseq,reference genome,Contig,4393467,4393467,0.635,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/625/155/GCF_007625155.1_ASM762515v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Denitromonas,Denitromonas halophila,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Denitromonas|Denitromonas halophila,8,bacteria
1869227,1869227,bacterium,GCA_004561775.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_004561775.1.fasta.gz,genbank,na,Contig,1193006,1193006,0.485,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/561/775/GCA_004561775.1_ASM456177v1/,Bacteria,,,,,,,,bacterium,root|cellular organisms|Bacteria|unclassified Bacteria|bacterium,8,bacteria
3045147,3045147,Acinetobacter corruptisaponis,GCF_030053775.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCF_030053775.1.fasta.gz,refseq,reference genome,Complete Genome,4152000,4152000,0.42,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/053/775/GCF_030053775.1_ASM3005377v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter corruptisaponis,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter corruptisaponis,8,bacteria
2594476,2594476,Carboxylicivirga sp. M1479,GCF_007097485.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCF_007097485.1.fasta.gz,refseq,na,Scaffold,5435563,5435563,0.38,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/097/485/GCF_007097485.1_ASM709748v1/,Bacteria,,Pseudomonadati,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Carboxylicivirga,Carboxylicivirga sp. M1479,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Carboxylicivirga|unclassified Carboxylicivirga|Carboxylicivirga sp. M1479,8,bacteria
2026724,2026724,Chloroflexota bacterium,GCA_025358515.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_025358515.1.fasta.gz,genbank,na,Contig,2781749,2781749,0.66,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/358/515/GCA_025358515.1_ASM2535851v1/,Bacteria,,Bacillati,Chloroflexota,,,,,Chloroflexota bacterium,root|cellular organisms|Bacteria|Bacillati|Chloroflexota|unclassified Chloroflexota|Chloroflexota bacterium,8,bacteria
153809,153809,uncultured Pseudomonadota bacterium,GCA_900321105.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_900321105.1.fasta.gz,genbank,na,Scaffold,874442,874442,0.37,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/321/105/GCA_900321105.1_Rumen_uncultured_genome_RUG653/,Bacteria,,Pseudomonadati,Pseudomonadota,,,,,uncultured Pseudomonadota bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|environmental samples|uncultured Pseudomonadota bacterium,8,bacteria
470,470,Acinetobacter baumannii,GCF_009759685.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCF_009759685.1.fasta.gz,refseq,na,Complete Genome,3990388,3990388,0.39,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/759/685/GCF_009759685.1_ASM975968v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter calcoaceticus/baumannii complex|Acinetobacter baumannii,8,bacteria
2081523,2081523,Terriglobia bacterium,GCA_020073105.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_020073105.1.fasta.gz,genbank,na,Scaffold,5140075,5140075,0.585,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/073/105/GCA_020073105.1_ASM2007310v1/,Bacteria,,Pseudomonadati,Acidobacteriota,Terriglobia,,,,Terriglobia bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Acidobacteriota|Terriglobia|unclassified Terriglobia|Terriglobia bacterium,8,bacteria
1972445,1972445,Desulfobacteraceae bacterium 4572_89,GCA_002085465.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_002085465.1.fasta.gz,genbank,na,Contig,1695517,1695517,0.435,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/085/465/GCA_002085465.1_ASM208546v1/,Bacteria,,Pseudomonadati,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,Desulfobacteraceae bacterium 4572_89,root|cellular organisms|Bacteria|Pseudomonadati|Thermodesulfobacteriota|Desulfobacteria|Desulfobacterales|Desulfobacteraceae|unclassified Desulfobacteraceae|Desulfobacteraceae bacterium 4572_89,8,bacteria
1869227,1869227,bacterium,GCA_030601965.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_030601965.1.fasta.gz,genbank,na,Contig,1222423,1222423,0.37,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/601/965/GCA_030601965.1_ASM3060196v1/,Bacteria,,,,,,,,bacterium,root|cellular organisms|Bacteria|unclassified Bacteria|bacterium,8,bacteria
663331,63400,Trichophyton benhamiae CBS 112371,GCF_000151125.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch28.tar,batch28/GCF_000151125.1.fasta.gz,refseq,reference genome,Contig,22224160,22224160,0.485,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/125/GCF_000151125.1_ASM15112v2/,Eukaryota,,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton benhamiae,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|Eurotiomycetes|Eurotiomycetidae|Onygenales|Arthrodermataceae|Trichophyton|Trichophyton benhamiae|Trichophyton benhamiae CBS 112371,7,fungus
1482731,1482731,Alkaliphilus serpentinus,GCF_009017255.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCF_009017255.1.fasta.gz,refseq,reference genome,Contig,3291524,3291524,0.36,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/017/255/GCF_009017255.1_ASM901725v1/,Bacteria,,Bacillati,Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,Alkaliphilus serpentinus,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Peptostreptococcales|Natronincolaceae|Alkaliphilus|Alkaliphilus serpentinus,8,bacteria
2026735,2026735,Deltaproteobacteria bacterium,GCA_016218805.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_016218805.1.fasta.gz,genbank,na,Contig,6433327,6433327,0.7,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/218/805/GCA_016218805.1_ASM1621880v1/,Bacteria,,Pseudomonadati,Myxococcota,Myxococcia,,,,Deltaproteobacteria bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Myxococcota|Myxococcia|unclassified Myxococcia|Deltaproteobacteria bacterium,8,bacteria
