taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
92902,92902,Lasiosphaeria ovina,GCA_033439765.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch8.tar,batch8/GCA_033439765.1.fasta.gz,genbank,reference genome,Contig,51771160,51771160,0.545,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/765/GCA_033439765.1_Lasov1/,Eukaryota,,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeria,Lasiosphaeria ovina,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|sordariomyceta|Sordariomycetes|Sordariomycetidae|Sordariales|Lasiosphaeriaceae|Lasiosphaeria|Lasiosphaeria ovina,7,fungus
2753613,2753613,Villa cingulata,GCA_951394055.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch73.tar,batch73/GCA_951394055.1.fasta.gz,genbank,reference genome,Chromosome,412588003,412588003,0.265,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/394/055/GCA_951394055.1_idVilCing2.1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Diptera,Bombyliidae,Villa,Villa cingulata,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Panorpida|Diptera|Brachycera|Muscomorpha|Asiloidea|Bombyliidae|Anthracinae|Villini|Villa|Villa cingulata,6,invertebrate_animal
2116648,2116648,Zygotorulaspora chibaensis,GCA_030565665.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch12.tar,batch12/GCA_030565665.1.fasta.gz,genbank,na,Scaffold,10874240,10874240,0.415,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/565/665/GCA_030565665.1_ASM3056566v1/,Eukaryota,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora chibaensis,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Zygotorulaspora|Zygotorulaspora chibaensis,7,fungus
2234001,2234001,Brachypalpus laphriformis,GCA_945910035.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch1.tar,batch1/GCA_945910035.1.fasta.gz,genbank,reference genome,Chromosome,1071394021,1071394021,0.415,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/910/035/GCA_945910035.1_idBraLaph1.1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Brachypalpus,Brachypalpus laphriformis,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Panorpida|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Aschiza|Syrphoidea|Syrphidae|Eristalinae|Xylotini|Brachypalpus|Brachypalpus laphriformis,6,invertebrate_animal
36185,36185,Thymallus thymallus,GCA_023634145.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch74.tar,batch74/GCA_023634145.1.fasta.gz,genbank,reference genome,Chromosome,1760576121,1760576121,0.43,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/634/145/GCA_023634145.1_fThyThy.pri.20220222/,Eukaryota,,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,Thymallus,Thymallus thymallus,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Protacanthopterygii|Salmoniformes|Salmonidae|Thymallinae|Thymallus|Thymallus thymallus,5,non_mammal_vertebrate
653948,653948,Albugo laibachii,GCA_902706625.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch18.tar,batch18/GCA_902706625.1.fasta.gz,genbank,reference genome,Scaffold,32766811,32766811,0.445,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/706/625/GCA_902706625.1_Albugo_laibachii_Nc14/,Eukaryota,,,Oomycota,Peronosporomycetes,Albuginales,Albuginaceae,Albugo,Albugo laibachii,root|cellular organisms|Eukaryota|Sar|Stramenopiles|Oomycota|Peronosporomycetes|Albuginales|Albuginaceae|Albugo|Albugo laibachii,7,protist_other_eukaryote
2937338,2937338,Cremastinae sp. B BG-2022a,GCA_030522605.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch66.tar,batch66/GCA_030522605.1.fasta.gz,genbank,na,Scaffold,207096258,207096258,0.365,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/522/605/GCA_030522605.1_LBBE_CremaB_V1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,,Cremastinae sp. B BG-2022a,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Hymenoptera|Apocrita|Ichneumonoidea|Ichneumonidae|Cremastinae|unclassified Cremastinae|Cremastinae sp. B BG-2022a,6,invertebrate_animal
215227,215227,Papaver bracteatum,GCA_023529315.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch58.tar,batch58/GCA_023529315.1.fasta.gz,genbank,reference genome,Scaffold,2150148553,2150148553,0.37,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/529/315/GCA_023529315.1_Yrk_Pbra_ont_1/,Eukaryota,,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Papaver bracteatum,root|cellular organisms|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Ranunculales|Papaveraceae|Papaveroideae|Papaver|Papaver bracteatum,7,plant
356393,356393,Limnoperna fortunei,GCA_944474755.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch2.tar,batch2/GCA_944474755.1.fasta.gz,genbank,reference genome,Chromosome,1335559959,1335559959,0.335,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/474/755/GCA_944474755.1_xbLimFort5.1/,Eukaryota,,Metazoa,Mollusca,Bivalvia,Mytilida,Modiolidae,Limnoperna,Limnoperna fortunei,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Pteriomorphia|Mytilida|Mytiloidea|Modiolidae|Limnoperninae|Limnoperna|Limnoperna fortunei,6,invertebrate_animal
114818,114818,Xylaria longipes,GCA_025201785.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch65.tar,batch65/GCA_025201785.1.fasta.gz,genbank,reference genome,Scaffold,50750822,50750822,0.425,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/201/785/GCA_025201785.1_Xyllon1/,Eukaryota,,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria longipes,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|sordariomyceta|Sordariomycetes|Xylariomycetidae|Xylariales|Xylariaceae|Xylaria|Xylaria longipes,7,fungus
