taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
1524234,1524234,Acacia concinna,GCA_037177275.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch46.tar,batch46/GCA_037177275.1.fasta.gz,genbank,reference genome,Scaffold,742989827,742989827,0.34,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/177/275/GCA_037177275.1_ASM3717727v1/,Eukaryota,,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia concinna,root|cellular organisms|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|eudicotyledons|Gunneridae|Pentapetalae|rosids|fabids|Fabales|Fabaceae|Caesalpinioideae|mimosoid clade|Acacieae|Acacia|Acacia concinna,7,plant
722662,722662,Ennomos fuscantarius,GCA_905220475.3,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch54.tar,batch54/GCA_905220475.3.fasta.gz,genbank,reference genome,Chromosome,444910036,444910036,0.37,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/220/475/GCA_905220475.3_ilEnnFusc2.3/,Eukaryota,,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos fuscantarius,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Panorpida|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Ennomos|Ennomos fuscantarius,6,invertebrate_animal
460826,460826,Chelonus insularis,GCF_013357705.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch63.tar,batch63/GCF_013357705.1.fasta.gz,refseq,reference genome,Scaffold,135730493,135730493,0.305,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/357/705/GCF_013357705.1_ASM1335770v1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,Chelonus,Chelonus insularis,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Hymenoptera|Apocrita|Ichneumonoidea|Braconidae|Cheloninae|Chelonus|Chelonus insularis,6,invertebrate_animal
135921,135921,Aleochara bilineata,GCA_003054995.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch89.tar,batch89/GCA_003054995.1.fasta.gz,genbank,reference genome,Scaffold,85899700,85899700,0.4,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/054/995/GCA_003054995.1_ASM305499v1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,Aleochara bilineata,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Neuropteroidea|Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinidae|Tachyporinae group|Aleocharinae|Aleocharini|Aleochara|Aleochara bilineata,6,invertebrate_animal
2592597,2592597,Fusarium nodosum,GCA_014898975.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch89.tar,batch89/GCA_014898975.1.fasta.gz,genbank,reference genome,Scaffold,35673764,35673764,0.48,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/975/GCA_014898975.1_ASM1489897v1/,Eukaryota,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium nodosum,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|sordariomyceta|Sordariomycetes|Hypocreomycetidae|Hypocreales|Nectriaceae|Fusarium|Fusarium sambucinum species complex|Fusarium nodosum,7,fungus
8673,8673,Pseudonaja textilis,GCF_900518735.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch52.tar,batch52/GCF_900518735.1.fasta.gz,refseq,reference genome,Scaffold,1590035073,1590035073,0.4,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/518/735/GCF_900518735.1_EBS10Xv2-PRI/,Eukaryota,,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Lepidosauria|Squamata|Bifurcata|Unidentata|Episquamata|Toxicofera|Serpentes|Colubroidea|Elapidae|Hydrophiinae|Pseudonaja|Pseudonaja textilis,5,non_mammal_vertebrate
106626,106626,Rhizophora apiculata,GCA_037832385.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch6.tar,batch6/GCA_037832385.1.fasta.gz,genbank,reference genome,Chromosome,231999244,231999244,0.35,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/832/385/GCA_037832385.1_SYSU_Rhapic_HiC/,Eukaryota,,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,root|cellular organisms|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|eudicotyledons|Gunneridae|Pentapetalae|rosids|fabids|Malpighiales|Rhizophoraceae|Rhizophora|Rhizophora apiculata,7,plant
2604071,2604071,Cafeteria burkhardae,GCA_945788115.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch38.tar,batch38/GCA_945788115.1.fasta.gz,genbank,reference genome,Contig,38800443,38800443,0.55,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/788/115/GCA_945788115.1_Cafeteria_burkhardae_strain_ATCC_50561_trnscrptom/,Eukaryota,,,,Bigyra,Bicosoecida,Cafeteriaceae,Cafeteria,Cafeteria burkhardae,root|cellular organisms|Eukaryota|Sar|Stramenopiles|Bigyra|Opalozoa|Bicosoecida|Cafeteriaceae|Cafeteria|Cafeteria burkhardae,7,protist_other_eukaryote
9767,9767,Balaenoptera acutorostrata,GCF_949987535.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch43.tar,batch43/GCF_949987535.1.fasta.gz,refseq,reference genome,Chromosome,2772885358,2772885358,0.415,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/987/535/GCF_949987535.1_mBalAcu1.1/,Eukaryota,,Metazoa,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera acutorostrata,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Mammalia|Theria|Eutheria|Boreoeutheria|Laurasiatheria|Artiodactyla|Whippomorpha|Cetacea|Mysticeti|Balaenopteridae|Balaenoptera|Balaenoptera acutorostrata,4,non_primate_mammal
110193,110193,Nicrophorus vespilloides,GCF_001412225.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch12.tar,batch12/GCF_001412225.1.fasta.gz,refseq,reference genome,Scaffold,195273382,195273382,0.32,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/225/GCF_001412225.1_Nicve_v1.0/,Eukaryota,,Metazoa,Arthropoda,Insecta,Coleoptera,Silphidae,Nicrophorus,Nicrophorus vespilloides,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Neuropteroidea|Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Silphidae|Nicrophorinae|Nicrophorus|Nicrophorus vespilloides,6,invertebrate_animal
