taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
3559,3559,Chenopodium album,GCA_948465745.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch88.tar,batch88/GCA_948465745.1.fasta.gz,genbank,reference genome,Chromosome,1593843283,1593843283,0.36,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/465/745/GCA_948465745.1_dcCheAlbu1.1/,Eukaryota,,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium album,root|cellular organisms|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|eudicotyledons|Gunneridae|Pentapetalae|Caryophyllales|Amaranthaceae|Chenopodioideae|Atripliceae|Chenopodium|Chenopodium album,7,plant
207624,207624,Bombus campestris,GCA_905333015.3,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch86.tar,batch86/GCA_905333015.3.fasta.gz,genbank,reference genome,Chromosome,275239257,275239257,0.375,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/333/015/GCA_905333015.3_iyBomCamp1.3/,Eukaryota,,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus campestris,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Hymenoptera|Apocrita|Aculeata|Apoidea|Anthophila|Apidae|Apinae|Bombini|Bombus|Psithyrus|Bombus campestris,6,invertebrate_animal
386234,386234,Sicyos baderoa,GCA_037832685.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch70.tar,batch70/GCA_037832685.1.fasta.gz,genbank,reference genome,Scaffold,354592861,354592861,0.345,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/832/685/GCA_037832685.1_ASM3783268v1/,Eukaryota,,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Sicyos,Sicyos baderoa,root|cellular organisms|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|eudicotyledons|Gunneridae|Pentapetalae|rosids|fabids|Cucurbitales|Cucurbitaceae|Sicyoeae|Sicyos|Sicyos baderoa,7,plant
357350,357350,Halocafeteria seosinensis,GCA_001687465.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch59.tar,batch59/GCA_001687465.1.fasta.gz,genbank,reference genome,Contig,44620845,44620845,0.47,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/465/GCA_001687465.1_ASM168746v1/,Eukaryota,,,,Bigyra,Bicosoecida,,Halocafeteria,Halocafeteria seosinensis,root|cellular organisms|Eukaryota|Sar|Stramenopiles|Bigyra|Opalozoa|Bicosoecida|Bicosoecida incertae sedis|Halocafeteria|Halocafeteria seosinensis,7,protist_other_eukaryote
301880,301880,Tanacetum coccineum,GCA_026074375.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch13.tar,batch13/GCA_026074375.1.fasta.gz,genbank,reference genome,Scaffold,9463677832,9463677832,0.35,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/074/375/GCA_026074375.1_Tcoc_v1.0/,Eukaryota,,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tanacetum,Tanacetum coccineum,root|cellular organisms|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|eudicotyledons|Gunneridae|Pentapetalae|asterids|campanulids|Asterales|Asteraceae|Asteroideae|Anthemideae|Anthemidinae|Tanacetum|Tanacetum coccineum,7,plant
673940,673940,Lindgomyces ingoldianus,GCF_010093535.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch27.tar,batch27/GCF_010093535.1.fasta.gz,refseq,reference genome,Scaffold,69030646,69030646,0.42,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/535/GCF_010093535.1_Linin1/,Eukaryota,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,Lindgomyces,Lindgomyces ingoldianus,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|dothideomyceta|Dothideomycetes|Pleosporomycetidae|Pleosporales|Lindgomycetaceae|Lindgomyces|Lindgomyces ingoldianus,7,fungus
186443,186443,Certhia americana,GCA_018697195.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch48.tar,batch48/GCA_018697195.1.fasta.gz,genbank,reference genome,Chromosome,1113356413,1113356413,0.415,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/697/195/GCA_018697195.1_ASM1869719v1/,Eukaryota,,Metazoa,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia americana,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Neoaves|Telluraves|Australaves|Passeriformes|Certhiidae|Certhiinae|Certhia|Certhia americana,5,non_mammal_vertebrate
370302,370302,Microbotryum silenes-acaulis,GCA_003665825.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch90.tar,batch90/GCA_003665825.1.fasta.gz,genbank,reference genome,Contig,29858089,29858089,0.565,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/825/GCA_003665825.1_ASM366582v1/,Eukaryota,,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum silenes-acaulis,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Pucciniomycotina|Microbotryomycetes|Microbotryales|Microbotryaceae|Microbotryum|Microbotryum silenes-acaulis,7,fungus
43142,43142,Acanthamoeba culbertsoni,GCA_000826265.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch8.tar,batch8/GCA_000826265.1.fasta.gz,genbank,reference genome,Scaffold,55543795,55543795,0.5,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/826/265/GCA_000826265.1_Acanthamoeba_culbertsoni_genome_assembly/,Eukaryota,,,Discosea,,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba culbertsoni,root|cellular organisms|Eukaryota|Amoebozoa|Discosea|Longamoebia|Centramoebida|Acanthamoebidae|Acanthamoeba|Acanthamoeba culbertsoni,7,protist_other_eukaryote
2175977,2175977,Gomphus sp. MG54,GCA_003314385.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch65.tar,batch65/GCA_003314385.1.fasta.gz,genbank,na,Scaffold,204967316,204967316,0.46,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/314/385/GCA_003314385.1_ASM331438v1/,Eukaryota,,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Gomphus,Gomphus sp. MG54,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Phallomycetidae|Gomphales|Gomphaceae|Gomphus|unclassified Gomphus (in: basidiomycete fungi)|Gomphus sp. MG54,7,fungus
