taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
2053608,2053608,Ruminiclostridium sp.,GCA_017502545.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_017502545.1.fasta.gz,genbank,na,Contig,1984601,1984601,0.595,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/502/545/GCA_017502545.1_ASM1750254v1/,Bacteria,,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Ruminiclostridium sp.,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminiclostridium|unclassified Ruminiclostridium|Ruminiclostridium sp.,8,bacteria
1978231,1978231,Acidobacteriota bacterium,GCA_003225075.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_003225075.1.fasta.gz,genbank,na,Scaffold,4789841,4789841,0.555,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/225/075/GCA_003225075.1_ASM322507v1/,Bacteria,,Pseudomonadati,Acidobacteriota,,,,,Acidobacteriota bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Acidobacteriota|unclassified Acidobacteriota|Acidobacteriota bacterium,8,bacteria
297314,297314,uncultured Lachnospiraceae bacterium,GCA_947174015.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_947174015.1.fasta.gz,genbank,na,Contig,3209407,3209407,0.4,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/174/015/GCA_947174015.1_SRR14411243_bin.6_metawrap_v1.3_MAG/,Bacteria,,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,,uncultured Lachnospiraceae bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|environmental samples|uncultured Lachnospiraceae bacterium,8,bacteria
2665650,2665650,Candidatus Udaeobacter sp.,GCA_013372845.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_013372845.1.fasta.gz,genbank,na,Scaffold,3222283,3222283,0.55,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/845/GCA_013372845.1_ASM1337284v1/,Bacteria,,Pseudomonadati,Verrucomicrobiota,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,Candidatus Udaeobacter sp.,root|cellular organisms|Bacteria|Pseudomonadati|PVC group|Verrucomicrobiota|Spartobacteria|Chthoniobacterales|Chthoniobacteraceae|Candidatus Udaeobacter|unclassified Candidatus Udaeobacter|Candidatus Udaeobacter sp.,8,bacteria
5535,5535,Rhodotorula glutinis,GCA_037974285.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch49.tar,batch49/GCA_037974285.1.fasta.gz,genbank,reference genome,Contig,19825474,19825474,0.605,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/974/285/GCA_037974285.1_ASM3797428v1/,Eukaryota,,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula glutinis,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Pucciniomycotina|Microbotryomycetes|Sporidiobolales|Sporidiobolaceae|Rhodotorula|Rhodotorula glutinis,7,fungus
298570,298570,uncultured Brevinema sp.,GCA_947040475.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_947040475.1.fasta.gz,genbank,na,Contig,1582955,1582955,0.32,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/040/475/GCA_947040475.1_ERR3140005_bin.1_metaWRAP_v1.3_MAG/,Bacteria,,Pseudomonadati,Spirochaetota,Spirochaetia,Brevinematales,Brevinemataceae,Brevinema,uncultured Brevinema sp.,root|cellular organisms|Bacteria|Pseudomonadati|Spirochaetota|Spirochaetia|Brevinematales|Brevinemataceae|Brevinema|environmental samples|uncultured Brevinema sp.,8,bacteria
2787622,2787622,Rahnella laticis,GCF_015644585.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_015644585.1.fasta.gz,refseq,reference genome,Scaffold,5727497,5727497,0.53,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/644/585/GCF_015644585.1_ASM1564458v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella laticis,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella laticis,8,bacteria
29523,29523,Bacteroides sp.,GCA_030589965.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_030589965.1.fasta.gz,genbank,na,Contig,2702879,2702879,0.425,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/589/965/GCA_030589965.1_ASM3058996v1/,Bacteria,,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp.,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|unclassified Bacteroides|Bacteroides sp.,8,bacteria
2527982,2527982,Mucisphaera calidilacus,GCF_007748075.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_007748075.1.fasta.gz,refseq,reference genome,Complete Genome,3486541,3486541,0.64,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/748/075/GCF_007748075.1_ASM774807v1/,Bacteria,,Pseudomonadati,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Mucisphaera,Mucisphaera calidilacus,root|cellular organisms|Bacteria|Pseudomonadati|PVC group|Planctomycetota|Phycisphaerae|Phycisphaerales|Phycisphaeraceae|Mucisphaera|Mucisphaera calidilacus,8,bacteria
1515612,1515612,Sphingopyxis fribergensis,GCF_000803645.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCF_000803645.1.fasta.gz,refseq,reference genome,Complete Genome,5202172,5202172,0.64,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/803/645/GCF_000803645.1_ASM80364v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingopyxidaceae,Sphingopyxis,Sphingopyxis fribergensis,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingopyxidaceae|Sphingopyxis|Sphingopyxis fribergensis,8,bacteria
2202144,2202144,Spirochaetota bacterium,GCA_022704585.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_022704585.1.fasta.gz,genbank,na,Contig,2966197,2966197,0.565,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/704/585/GCA_022704585.1_ASM2270458v1/,Bacteria,,Pseudomonadati,Spirochaetota,,,,,Spirochaetota bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Spirochaetota|unclassified Spirochaetota|Spirochaetota bacterium,8,bacteria
407020,407020,Sphingobium sp. MI1205,GCF_001563285.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCF_001563285.1.fasta.gz,refseq,na,Complete Genome,4619375,4619375,0.625,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/285/GCF_001563285.1_ASM156328v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingobiaceae,Sphingobium,Sphingobium sp. MI1205,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingobiaceae|Sphingobium|unclassified Sphingobium|Sphingobium sp. MI1205,8,bacteria
